label,count,cluster_id,anchor_key,anchor_display,anchor_category,value_type,reason,normalized
Mortgage Account,78,32,MORTGAGE_ACCOUNT,Mortgage Account,account,TEXT,cluster->new_anchor,mortgage account
Mortgage Tài khoản Số,41,32,MORTGAGE_ACCOUNT,Mortgage Account,account,TEXT,cluster->new_anchor,mortgage account so
Điều Tài khoản Mortgage,3,32,MORTGAGE_ACCOUNT,Mortgage Account,account,TEXT,cluster->new_anchor,đieu account mortgage
mortgage tài khoản số,2,32,MORTGAGE_ACCOUNT,Mortgage Account,account,TEXT,cluster->new_anchor,mortgage account so
Mortgage Tài khoản số,1,32,MORTGAGE_ACCOUNT,Mortgage Account,account,TEXT,cluster->new_anchor,mortgage account so
Mortgage Hủy bỏ số tài khoản,1,1016,MORTGAGE_HUY_BO_SO_TAI_KHOAN,Mortgage Hủy bỏ số tài khoản,account,TEXT,cluster->new_anchor,mortgage huy bo so account
Mortgage Portal,3,357,MORTGAGE_PORTAL,Mortgage Portal,account,TEXT,cluster->new_anchor,mortgage portal
Mortgage Account Portal,1,357,MORTGAGE_PORTAL,Mortgage Portal,account,TEXT,cluster->new_anchor,mortgage account portal
"Name,Mortgage Account",1,1045,NAME_MORTGAGE_ACCOUNT,"Name,Mortgage Account",account,TEXT,cluster->new_anchor,name mortgage account
Name trên Tài khoản bảo hiểm,1,1043,NAME_TAI_KHOAN,Name tài khoản,account,TEXT,cluster->new_anchor,name tren account bao hiem
Name tài khoản,1,1043,NAME_TAI_KHOAN,Name tài khoản,account,TEXT,cluster->new_anchor,name account
Name trên Tài khoản vay,1,1044,NAME_TREN_TAI_KHOAN_VAY,Name trên Tài khoản vay,account,TEXT,cluster->new_anchor,name tren account vay
Nhạc của người bạn,2,505,NHAC_CUA_NGUOI_BAN,Nhạc của người bạn,account,TEXT,cluster->new_anchor,nhac cua nguoi ban
Nhạc tài khoản của bạn,1,505,NHAC_CUA_NGUOI_BAN,Nhạc của người bạn,account,TEXT,cluster->new_anchor,nhac account cua ban
Nhạc liên quan đến tài khoản,1,1075,NHAC_LIEN_QUAN_EN_TAI_KHOAN,Nhạc liên quan đến tài khoản,account,TEXT,cluster->new_anchor,nhac lien quan đen account
Nhạc tài khoản,9,158,NHAC_TAI_KHOAN,Nhạc tài khoản,account,TEXT,cluster->new_anchor,nhac account
Nhạc Tài khoản,8,158,NHAC_TAI_KHOAN,Nhạc tài khoản,account,TEXT,cluster->new_anchor,nhac account
Nhạc tài khoản người nhận,3,158,NHAC_TAI_KHOAN,Nhạc tài khoản,account,TEXT,cluster->new_anchor,nhac account nguoi nhan
Nhạc tài khoản chủ tài khoản,2,158,NHAC_TAI_KHOAN,Nhạc tài khoản,account,TEXT,cluster->new_anchor,nhac account chu account
Nhạc Tài khoản người dùng,1,158,NHAC_TAI_KHOAN,Nhạc tài khoản,account,TEXT,cluster->new_anchor,nhac account nguoi dung
Nhạc tài khoản ngân hàng,1,1079,NHAC_TAI_KHOAN_NGAN_HANG,Nhạc tài khoản ngân hàng,account,TEXT,cluster->new_anchor,nhac account ngan hang
Nhà tài khoản,4,292,NHA_TAI_KHOAN,Nhà tài khoản,account,TEXT,cluster->new_anchor,nha account
Nhà người dùng tài khoản,1,292,NHA_TAI_KHOAN,Nhà tài khoản,account,TEXT,cluster->new_anchor,nha nguoi dung account
Nhà số tài khoản,1,292,NHA_TAI_KHOAN,Nhà tài khoản,account,TEXT,cluster->new_anchor,nha so account
Nome tài khoản,1,1085,NOME_TAI_KHOAN,Nome tài khoản,account,TEXT,cluster->new_anchor,nome account
Nó Ngân hàng,2,507,NO_NGAN_HANG,Nó Ngân hàng,account,TEXT,cluster->new_anchor,no ngan hang
Nó Tài khoản Ngân hàng,2,507,NO_NGAN_HANG,Nó Ngân hàng,account,TEXT,cluster->new_anchor,no account ngan hang
Nô số Tài khoản Ngân hàng,1,507,NO_NGAN_HANG,Nó Ngân hàng,account,TEXT,cluster->new_anchor,no so account ngan hang
Nó Tài khoản,2,508,NO_TAI_KHOAN,Nó Tài khoản,account,TEXT,cluster->new_anchor,no account
Number Tài khoản Ngân hàng,3,363,NUMBER_TAI_KHOAN_NGAN_HANG,Number Tài khoản Ngân hàng,account,TEXT,cluster->new_anchor,number account ngan hang
Number tài khoản ngân hàng,1,363,NUMBER_TAI_KHOAN_NGAN_HANG,Number Tài khoản Ngân hàng,account,TEXT,cluster->new_anchor,number account ngan hang
Tài khoản ngân hàng,1,363,NUMBER_TAI_KHOAN_NGAN_HANG,Number Tài khoản Ngân hàng,account,TEXT,cluster->new_anchor,account ngan hang
Tài khoản thông tin ngân hàng,1,363,NUMBER_TAI_KHOAN_NGAN_HANG,Number Tài khoản Ngân hàng,account,TEXT,cluster->new_anchor,account thong tin ngan hang
Tên tài khoản ngân hàng,1,363,NUMBER_TAI_KHOAN_NGAN_HANG,Number Tài khoản Ngân hàng,account,TEXT,cluster->new_anchor,ten account ngan hang
Tín số Tài khoản Ngân hàng,1,363,NUMBER_TAI_KHOAN_NGAN_HANG,Number Tài khoản Ngân hàng,account,TEXT,cluster->new_anchor,tin so account ngan hang
tài khoản ngân hàng,1,363,NUMBER_TAI_KHOAN_NGAN_HANG,Number Tài khoản Ngân hàng,account,TEXT,cluster->new_anchor,account ngan hang
Độm Tài khoản,1,1446,OM_TAI_KHOAN,Độm Tài khoản,account,TEXT,cluster->new_anchor,đom account
Độ số tài khoản,1,1439,O_SO_TAI_KHOAN,Độ số tài khoản,account,TEXT,cluster->new_anchor,đo so account
độ số tài khoản vay,1,1439,O_SO_TAI_KHOAN,Độ số tài khoản,account,TEXT,cluster->new_anchor,đo so account vay
độ số tài khoản thuê nhà,1,1448,O_SO_TAI_KHOAN_THUE_NHA,độ số tài khoản thuê nhà,account,TEXT,cluster->new_anchor,đo so account thue nha
Tài khoản chuyển khoản,2,539,TAI_KHOAN_CHUYEN_KHOAN,Tài khoản chuyển khoản,account,TEXT,cluster->new_anchor,account chuyen khoan
Tài khoản chuyển khoản ID/Tài khoản chuyển khoản,1,539,TAI_KHOAN_CHUYEN_KHOAN,Tài khoản chuyển khoản,account,TEXT,cluster->new_anchor,account chuyen khoan id account chuyen khoan
Tài khoản chuyển khoản chi tiết,1,1219,TAI_KHOAN_CHUYEN_KHOAN_CHI_TIET,Tài khoản chuyển khoản chi tiết,account,TEXT,cluster->new_anchor,account chuyen khoan chi tiet
Tài khoản hỗ trợ khách hàng hoặc qua trang web Live Chat,1,1221,TAI_KHOAN_HO_TRO_KHACH_HANG_HOAC_QUA_TRANG_WEB_LIVE_CHAT,Tài khoản hỗ trợ khách hàng hoặc qua trang web Live Chat,account,TEXT,cluster->new_anchor,account support customer hoac qua trang web livechat
Tài khoản hỗ trợ khách hàng Working Hours,1,1220,TAI_KHOAN_HO_TRO_KHACH_HANG_WORKING_HOURS,Tài khoản hỗ trợ khách hàng Working Hours,account,HOURS,cluster->new_anchor,account support customer hours
Tài liệu tài khoản,1,1227,TAI_LIEU_TAI_KHOAN,Tài liệu tài khoản,account,TEXT,cluster->new_anchor,tai lieu account
Tập chi tiết tài khoản,1,1272,TAP_CHI_TIET_TAI_KHOAN,Tập chi tiết tài khoản,account,TEXT,cluster->new_anchor,tap chi tiet account
Tập hoạt động tài khoản,1,1280,TAP_HOAT_ONG_TAI_KHOAN,Tập hoạt động tài khoản,account,TEXT,cluster->new_anchor,tap hoat đong account
Tập lịch sử tài khoản,3,383,TAP_LICH_SU_TAI_KHOAN,Tập lịch sử tài khoản,account,TEXT,cluster->new_anchor,tap lich su account
Tài khoản lịch sử,1,383,TAP_LICH_SU_TAI_KHOAN,Tập lịch sử tài khoản,account,TEXT,cluster->new_anchor,account lich su
Tập lịch tài khoản,1,383,TAP_LICH_SU_TAI_KHOAN,Tập lịch sử tài khoản,account,TEXT,cluster->new_anchor,tap lich account
Tập nhật của bạn,2,548,TAP_NHAT_CUA_BAN,Tập nhật của bạn,account,TEXT,cluster->new_anchor,tap nhat cua ban
Tập nhật tài khoản của bạn,1,548,TAP_NHAT_CUA_BAN,Tập nhật của bạn,account,TEXT,cluster->new_anchor,tap nhat account cua ban
Tập nhật tài khoản,15,113,TAP_NHAT_TAI_KHOAN,Tập nhật tài khoản,account,TEXT,cluster->new_anchor,tap nhat account
Tập khoản Tài khoản,1,113,TAP_NHAT_TAI_KHOAN,Tập nhật tài khoản,account,TEXT,cluster->new_anchor,tap khoan account
Tài khoản thanh toán,1,1222,TAP_TOAN_TAI_KHOAN,Tập toán tài khoản,account,TEXT,cluster->new_anchor,account thanh toan
Tập toán tài khoản,1,1222,TAP_TOAN_TAI_KHOAN,Tập toán tài khoản,account,TEXT,cluster->new_anchor,tap toan account
Tất cả tên,4,306,TAT_CA_TEN,Tất cả tên,account,TEXT,cluster->new_anchor,tat ca ten
Tất cả Tên,1,306,TAT_CA_TEN,Tất cả tên,account,TEXT,cluster->new_anchor,tat ca ten
Tất cả số tài khoản,1,306,TAT_CA_TEN,Tất cả tên,account,TEXT,cluster->new_anchor,tat ca so account
Tên tài khoản và Thời gian của giao dịch,1,1243,TEN_TAI_KHOAN_VA_THOI_GIAN_CUA_GIAO_DICH,Tên tài khoản và Thời gian của giao dịch,account,TEXT,cluster->new_anchor,ten account va thoi gian cua transaction
Thanks Account,1,1151,THANKS_ACCOUNT,Thanks Account,account,TEXT,cluster->new_anchor,thanks account
thiết định tài khoản,1,1320,THIET_INH_TAI_KHOAN,thiết định tài khoản,account,TEXT,cluster->new_anchor,thiet đinh account
Thiết tắt tài khoản,1,1160,THIET_TAT_TAI_KHOAN,Thiết tắt tài khoản,account,TEXT,cluster->new_anchor,thiet tat account
Thuế Tài khoản hàng tháng,1,1170,THUE_TAI_KHOAN_HANG_THANG,Thuế Tài khoản hàng tháng,account,TEXT,cluster->new_anchor,thue account hang thang
Thuyên định,1,1164,THUYEN_INH,Thuyên định,account,TEXT,cluster->new_anchor,thuyen đinh
Thuyên định tài khoản,1,1164,THUYEN_INH,Thuyên định,account,TEXT,cluster->new_anchor,thuyen đinh account
Thuyết định tài khoản,3,371,THUYET_INH_TAI_KHOAN,Thuyết định tài khoản,account,TEXT,cluster->new_anchor,thuyet đinh account
Thuyết định,1,371,THUYET_INH_TAI_KHOAN,Thuyết định tài khoản,account,TEXT,cluster->new_anchor,thuyet đinh
Tính khoản Tài khoản Người dùng,1,1261,TINH_KHOAN_TAI_KHOAN_NGUOI_DUNG,Tính khoản Tài khoản Người dùng,account,TEXT,cluster->new_anchor,tinh khoan account nguoi dung
Tín số Tài khoản vay tiền,1,1255,TIN_SO_TAI_KHOAN_VAY_TIEN,Tín số Tài khoản vay tiền,account,TEXT,cluster->new_anchor,tin so account vay tien
Tín số tài khoản vay tiền,1,1255,TIN_SO_TAI_KHOAN_VAY_TIEN,Tín số Tài khoản vay tiền,account,TEXT,cluster->new_anchor,tin so account vay tien
Tóm tắt tài khoản,1,1267,TOM_TAT_TAI_KHOAN,Tóm tắt tài khoản,account,TEXT,cluster->new_anchor,tom tat account
Trang dịch vụ tài chính của người sở hữu tài khoản,1,1193,TRANG_DICH_VU_TAI_CHINH_CUA_NGUOI_SO_HUU_TAI_KHOAN,Trang dịch vụ tài chính của người sở hữu tài khoản,account,TEXT,cluster->new_anchor,trang service tai chinh cua nguoi so huu account
Trang ngân hàng Tài khoản Số,1,1194,TRANG_NGAN_HANG_TAI_KHOAN_SO,Trang ngân hàng Tài khoản Số,account,TEXT,cluster->new_anchor,trang ngan hang account so
Trang Tài khoản,1,1184,TRANG_TAI_KHOAN,Trang Tài khoản,account,TEXT,cluster->new_anchor,trang account
Trang tài khoản,1,1184,TRANG_TAI_KHOAN,Trang Tài khoản,account,TEXT,cluster->new_anchor,trang account
Trung dịch vụ tài khoản,1,1202,TRUNG_DICH_VU_TAI_KHOAN,Trung dịch vụ tài khoản,account,TEXT,cluster->new_anchor,trung service account
Tuyền tổng quát tài khoản,1,1213,TUYEN_TONG_QUAT_TAI_KHOAN,Tuyền tổng quát tài khoản,account,TEXT,cluster->new_anchor,tuyen tong quat account
Type Tài khoản,4,303,TYPE_TAI_KHOAN,Type Tài khoản,account,TEXT,cluster->new_anchor,type account
View Fees,26,70,VIEW_FEES,View Fees,account,TEXT,cluster->new_anchor,view fees
View Account Fees,5,70,VIEW_FEES,View Fees,account,TEXT,cluster->new_anchor,view account fees
View Tài khoản Fees,1,70,VIEW_FEES,View Fees,account,TEXT,cluster->new_anchor,view account fees
Activate Card,7,178,ACTIVATE_CARD,Activate Card,card,TEXT,cluster->new_anchor,activate card
Credit Card Activate,1,178,ACTIVATE_CARD,Activate Card,card,TEXT,cluster->new_anchor,credit card activate
Tên thẻ kích hoạt,1,178,ACTIVATE_CARD,Activate Card,card,TEXT,cluster->new_anchor,ten card activate
Activate Card International Usage,1,596,ACTIVATE_CARD_INTERNATIONAL_USAGE,Activate Card International Usage,card,TEXT,cluster->new_anchor,activate card international usage
Activation Card,1,598,ACTIVATION_CARD,Activation Card,card,TEXT,cluster->new_anchor,activation card
Add new card,1,599,ADD_NEW_CARD,Add new card,card,TEXT,cluster->new_anchor,add new card
American Express Lost/Stolen Card Phone Number,1,604,AMERICAN_EXPRESS_LOST_STOLEN_CARD_PHONE_NUMBER,American Express Lost/Stolen Card Phone Number,card,PHONE,cluster->new_anchor,american express lost stolen card phone number
Annual Fees,3,320,ANNUAL_FEES,Annual Fees,card,TEXT,cluster->new_anchor,annual fees
Card Annual Fees,1,320,ANNUAL_FEES,Annual Fees,card,TEXT,cluster->new_anchor,card annual fees
Bank Card Lock Helpline,1,613,BANK_CARD_LOCK_HELPLINE,Bank Card Lock Helpline,card,TEXT,cluster->new_anchor,bank card lock helpline
Block Card,5,236,BLOCK_CARD,Block Card,card,TEXT,cluster->new_anchor,block card
Card Blocking,1,236,BLOCK_CARD,Block Card,card,TEXT,cluster->new_anchor,card block ing
Các khoản số,1,783,CAC_KHOAN_SO,Các khoản số,card,TEXT,cluster->new_anchor,cac khoan so
Các khoản thẻ,1,783,CAC_KHOAN_SO,Các khoản số,card,TEXT,cluster->new_anchor,cac khoan card
Các loại thẻ,1,785,CAC_LOAI_THE,Các loại thẻ,card,TEXT,cluster->new_anchor,cac loai card
Các thẻ của bạn,1,787,CAC_THE_CUA_BAN,Các thẻ của bạn,card,TEXT,cluster->new_anchor,cac card cua ban
Các thẻ của tôi,1,788,CAC_THE_CUA_TOI,Các thẻ của tôi,card,TEXT,cluster->new_anchor,cac card cua toi
Các thẻ quản lý,3,335,CAC_THE_QUAN_LY,Các thẻ quản lý,card,TEXT,cluster->new_anchor,cac card quan ly
Các Tờ Quản lý,1,335,CAC_THE_QUAN_LY,Các thẻ quản lý,card,TEXT,cluster->new_anchor,cac to quan ly
Các thẻ tín dụng,6,208,CAC_THE_TIN_DUNG,Các thẻ tín dụng,card,TEXT,cluster->new_anchor,cac card tin dung
Các Card Đạt,2,208,CAC_THE_TIN_DUNG,Các thẻ tín dụng,card,TEXT,cluster->new_anchor,cac card đat
Các thẻ tín dụng số,1,208,CAC_THE_TIN_DUNG,Các thẻ tín dụng,card,TEXT,cluster->new_anchor,cac card tin dung so
Các Tờ Hủy,2,451,CAC_TO_HUY,Các Tờ Hủy,card,TEXT,cluster->new_anchor,cac to huy
Các thẻ hủy,2,451,CAC_TO_HUY,Các Tờ Hủy,card,TEXT,cluster->new_anchor,cac card huy
Các Thẻ Hủy,1,451,CAC_TO_HUY,Các Tờ Hủy,card,TEXT,cluster->new_anchor,cac card huy
Cài đặt thẻ,3,334,CAI_AT_THE,Cài đặt thẻ,card,TEXT,cluster->new_anchor,cai đat card
Cài đặt Card,1,334,CAI_AT_THE,Cài đặt thẻ,card,TEXT,cluster->new_anchor,cai đat card
Cancel Card,7,180,CANCEL_CARD,Cancel Card,card,TEXT,cluster->new_anchor,cancel card
Card Balances,4,267,CARD_BALANCES,Card Balances,card,TEXT,cluster->new_anchor,card balances
Card Cancellation,1,646,CARD_CANCELLATION,Card Cancellation,card,TEXT,cluster->new_anchor,card cancellation
Credit Card Cancellation,1,646,CARD_CANCELLATION,Card Cancellation,card,TEXT,cluster->new_anchor,credit card cancellation
Card Charges,1,647,CARD_CHARGES,Card Charges,card,TEXT,cluster->new_anchor,card charges
Card Customer Service Number,1,648,CARD_CUSTOMER_SERVICE_NUMBER,Card Customer Service Number,card,TEXT,cluster->new_anchor,card customer service number
Card Details,17,103,CARD_DETAILS,Card Details,card,TEXT,cluster->new_anchor,card details
Credit Card Details,4,103,CARD_DETAILS,Card Details,card,TEXT,cluster->new_anchor,credit card details
Credit Details,3,103,CARD_DETAILS,Card Details,card,TEXT,cluster->new_anchor,credit details
Card Fees,2,423,CARD_FEES,Card Fees,card,TEXT,cluster->new_anchor,card fees
Credit Card and Fees,1,423,CARD_FEES,Card Fees,card,TEXT,cluster->new_anchor,credit card and fees
Credit Fees,1,423,CARD_FEES,Card Fees,card,TEXT,cluster->new_anchor,credit fees
Card Information,4,268,CARD_INFORMATION,Card Information,card,TEXT,cluster->new_anchor,card information
Credit Card Information,3,268,CARD_INFORMATION,Card Information,card,TEXT,cluster->new_anchor,credit card information
Credit Information,2,268,CARD_INFORMATION,Card Information,card,TEXT,cluster->new_anchor,credit information
Card Issuer,5,237,CARD_ISSUER,Card Issuer,card,TEXT,cluster->new_anchor,card issuer
Credit Card Issuer,1,237,CARD_ISSUER,Card Issuer,card,TEXT,cluster->new_anchor,credit card issuer
Card Issuer Dịch vụ Số khách hàng,1,649,CARD_ISSUER_DICH_VU_SO_KHACH_HANG,Card Issuer Dịch vụ Số khách hàng,card,TEXT,cluster->new_anchor,card issuer service so customer
Card Issuer Điện thoại Số,1,651,CARD_ISSUER_IEN_THOAI_SO,Card Issuer Điện thoại Số,card,TEXT,cluster->new_anchor,card issuer đien thoai so
Card Issuer Phone Number,1,650,CARD_ISSUER_PHONE_NUMBER,Card Issuer Phone Number,card,PHONE,cluster->new_anchor,card issuer phone number
Card Issuing Bank,2,424,CARD_ISSUING_BANK,Card Issuing Bank,card,TEXT,cluster->new_anchor,card issuing bank
Card Management,44,45,CARD_MANAGEMENT,Card Management,card,TEXT,cluster->new_anchor,card management
Credit Card Management,8,45,CARD_MANAGEMENT,Card Management,card,TEXT,cluster->new_anchor,credit card management
Card Profile,1,652,CARD_PROFILE,Card Profile,card,TEXT,cluster->new_anchor,card profile
Card Protection Phone Number,1,653,CARD_PROTECTION_PHONE_NUMBER,Card Protection Phone Number,card,PHONE,cluster->new_anchor,card protection phone number
Card Services,9,150,CARD_SERVICES,Card Services,card,TEXT,cluster->new_anchor,card services
Card Services Working Hours,1,150,CARD_SERVICES,Card Services,card,HOURS,cluster->new_anchor,card services hours
Card Services Phone Number,3,324,CARD_SERVICES_PHONE_NUMBER,Card Services Phone Number,card,PHONE,cluster->new_anchor,card services phone number
Card Settings,2,425,CARD_SETTINGS,Card Settings,card,TEXT,cluster->new_anchor,card settings
Card Support Email Address,1,654,CARD_SUPPORT_EMAIL_ADDRESS,Card Support Email Address,card,EMAIL,cluster->new_anchor,card support email address
Credit Card Support Email Address,1,654,CARD_SUPPORT_EMAIL_ADDRESS,Card Support Email Address,card,EMAIL,cluster->new_anchor,credit card support email address
Card Support Team,1,655,CARD_SUPPORT_TEAM,Card Support Team,card,TEXT,cluster->new_anchor,card support team
Chiếc thẻ thứ ba,1,669,CHIEC_THE_THU_BA,Chiếc thẻ thứ ba,card,TEXT,cluster->new_anchor,chiec card thu ba
Client Card,1,676,CLIENT_CARD,Client Card,card,TEXT,cluster->new_anchor,client card
Close Card,2,430,CLOSE_CARD,Close Card,card,TEXT,cluster->new_anchor,close card
Company Website và URL để duyệt thẻ tín dụng,1,682,COMPANY_WEBSITE_VA_URL_E_DUYET_THE_TIN_DUNG,Company Website và URL để duyệt thẻ tín dụng,card,URL,cluster->new_anchor,company url va url đe duyet card tin dung
Công khoản và điều kiện của thẻ tín dụng,1,799,CONG_KHOAN_VA_IEU_KIEN_THE_TIN_DUNG,Công khoản và điều kiện thẻ tín dụng,card,TEXT,cluster->new_anchor,cong khoan va đieu kien cua card tin dung
Công khoản và điều kiện thẻ tín dụng,1,799,CONG_KHOAN_VA_IEU_KIEN_THE_TIN_DUNG,Công khoản và điều kiện thẻ tín dụng,card,TEXT,cluster->new_anchor,cong khoan va đieu kien card tin dung
Công suất hàng năm của thẻ,1,802,CONG_SUAT_HANG_NAM_CUA_THE,Công suất hàng năm của thẻ,card,TEXT,cluster->new_anchor,cong suat hang nam cua card
