label,count,entity,value_type,normalized,note
Mortgage Provider Name,1,,TEXT,mortgage provider name,below_threshold
Mortgage Provider's,1,,TEXT,mortgage provider s,below_threshold
Mortgage Providers,1,,TEXT,mortgage providers,below_threshold
Mortgage Refinancing Department,1,,TEXT,mortgage refinancing department,below_threshold
Mortgage Refinancing Program,1,,TEXT,mortgage refinancing program,below_threshold
Mortgage Service Provider,1,,TEXT,mortgage service provider,below_threshold
Mortgage Service Team,1,,TEXT,mortgage service team,below_threshold
Mortgage Services Team,1,,TEXT,mortgage services team,below_threshold
Mortgage So sánh Trang web,1,,TEXT,mortgage so sanh trang web,below_threshold
Mortgage Specialist Team,1,,TEXT,mortgage specialist team,below_threshold
Mortgage Specialists,1,,TEXT,mortgage specialists,below_threshold
Mortgage Support,1,,TEXT,mortgage support,below_threshold
Mortgage Thỏa thuận,1,,TEXT,mortgage thoa thuan,below_threshold
Mortgage Tài khoản số,1,,TEXT,mortgage account so,below_threshold
Mortgage amount,1,,TEXT,mortgage amount,below_threshold
Mortgage date,1,,TEXT,mortgage date,below_threshold
Mortgage Điện thoại số,1,,TEXT,mortgage đien thoai so,below_threshold
My Amex Dịch vụ Điện thoại số,1,AMEX,TEXT,my amex dich vu đien thoai so,below_threshold
My Mortgage Payments,1,,TEXT,my mortgage payments,below_threshold
My Payments,1,,TEXT,my payments,below_threshold
MyBank,1,,TEXT,mybank,below_threshold
Mọi thông tin cụ thể hoặc yêu cầu liên quan đến hủy bỏ,1,,TEXT,moi thong tin cu card hoac yeu cau lien quan đen huy bo,below_threshold
Name Bank,1,,TEXT,name bank,below_threshold
Name User,1,,TEXT,name user,below_threshold
Name của người nhận,1,,TEXT,name cua nguoi nhan,below_threshold
Name người dùng,1,,TEXT,name nguoi dung,below_threshold
Name on the Loan Account,1,,TEXT,name on card loan account,below_threshold
Name trên Tài khoản bảo hiểm,1,,TEXT,name tren account bao hiem,below_threshold
Name trên Tài khoản vay,1,,TEXT,name tren account vay,below_threshold
Name tài khoản,1,,TEXT,name account,below_threshold
Name user,1,,TEXT,name user,below_threshold
"Name,Mortgage Account",1,,TEXT,name mortgage account,below_threshold
NameBank file to a dispute,1,,TEXT,namebank file to a dispute,below_threshold
NameBank's's customer's team,1,,TEXT,namebank s s customer s team,below_threshold
Name_Bank,1,,TEXT,name bank,below_threshold
Next,1,,TEXT,next,below_threshold
Ngay khoản ngân hàng,1,,TEXT,ngay khoan ngan hang,below_threshold
Ngày Sinh nhật,1,,TEXT,ngay sinh nhat,below_threshold
Ngày cuối 4 của SSN,1,,TEXT,ngay cuoi 4 cua ssn,below_threshold
Ngày làm việc Ngân hàng,1,,TEXT,ngay lam viec ngan hang,below_threshold
Ngày sinh nhật,1,,TEXT,ngay sinh nhat,below_threshold
Ngân hàng Dịch vụ giờ,1,,TEXT,ngan hang dich vu gio,below_threshold
Ngân hàng Hỗ trợ Điện thoại số,1,,TEXT,ngan hang ho tro đien thoai so,below_threshold
Ngân hàng Hỗ trợ Điện thoại.,1,,TEXT,ngan hang ho tro đien thoai.,below_threshold
Ngân hàng Online Banking.,1,,TEXT,ngan hang online banking.,below_threshold
Người vay trực tuyến,1,,TEXT,nguoi vay truc tuyen,below_threshold
Người vay trực tuyến 1,1,,TEXT,nguoi vay truc tuyen 1,below_threshold
Người vay trực tuyến 2,1,,TEXT,nguoi vay truc tuyen 2,below_threshold
Nhà Người dùng,1,,TEXT,nha nguoi dung,below_threshold
Nhà của người gửi,1,,TEXT,nha cua nguoi gui,below_threshold
Nhà giao dịch,1,,TEXT,nha transaction,below_threshold
Nhà hỗ trợ khách hàng số điện thoại,1,,TEXT,nha ho tro khach hang so đien thoai,below_threshold
Nhà hỗ trợ khách hàng Điện thoại số,1,,TEXT,nha ho tro khach hang đien thoai so,below_threshold
Nhà ngân hàng,1,,TEXT,nha ngan hang,below_threshold
Nhà người dùng tài khoản,1,,TEXT,nha nguoi dung account,below_threshold
Nhà nhận,1,,TEXT,nha nhan,below_threshold
Nhà sản phẩm,1,,TEXT,nha san pham,below_threshold
Nhà số tài khoản,1,,TEXT,nha so account,below_threshold
Nhà sử,1,,TEXT,nha su,below_threshold
Nhà địa điểm gần nhất của ngành,1,,TEXT,nha đia điem gan nhat cua nganh,below_threshold
Nhà định,1,,TEXT,nha đinh,below_threshold
Nhân số người dùng,1,,TEXT,nhan so nguoi dung,below_threshold
Nhân viên,1,,TEXT,nhan vien,below_threshold
Nhình số trợ giúp khẩn cấp,1,,TEXT,nhinh so tro giup khan cap,below_threshold
Nhình yêu cầu,1,,TEXT,nhinh yeu cau,below_threshold
Nhạc Amount,1,,TEXT,nhac amount,below_threshold
Nhạc Công ty,1,,TEXT,nhac cong ty,below_threshold
Nhạc Hỗ trợ Khách hàng,1,,TEXT,nhac ho tro khach hang,below_threshold
Nhạc ID,1,,TEXT,nhac id,below_threshold
Nhạc Liên minh tín dụng,1,,TEXT,nhac lien minh tin dung,below_threshold
Nhạc Tài khoản người dùng,1,,TEXT,nhac account nguoi dung,below_threshold
Nhạc dịch vụ khách hàng,1,,TEXT,nhac dich vu khach hang,below_threshold
Nhạc giao dịch,1,,TEXT,nhac transaction,below_threshold
Nhạc hỗ trợ khách hàng Điện thoại,1,,TEXT,nhac ho tro khach hang đien thoai,below_threshold
Nhạc khách hàng,1,,TEXT,nhac khach hang,below_threshold
Nhạc liên quan đến tài khoản,1,,TEXT,nhac lien quan đen account,below_threshold
Nhạc máy ATM,1,,TEXT,nhac may atm,below_threshold
Nhạc người nhận,1,,TEXT,nhac nguoi nhan,below_threshold
Nhạc sử dụng,1,,TEXT,nhac su dung,below_threshold
Nhạc thẻ,1,,TEXT,nhac card,below_threshold
Nhạc thẻ người dùng,1,,TEXT,nhac card nguoi dung,below_threshold
Nhạc tài khoản của bạn,1,,TEXT,nhac account cua ban,below_threshold
Nhạc tài khoản ngân hàng,1,,TEXT,nhac account ngan hang,below_threshold
Nhạc Điện thoại Hỗ trợ Khách hàng,1,,TEXT,nhac đien thoai ho tro khach hang,below_threshold
Nhạc điện thoại,1,,TEXT,nhac đien thoai,below_threshold
Nhạc điện tử,1,,TEXT,nhac đien tu,below_threshold
Nhạc đơn,1,,TEXT,nhac đon,below_threshold
Nhạc đơn hàng,1,,TEXT,nhac đon hang,below_threshold
Nhạc ứng dụng,1,,TEXT,nhac ung dung,below_threshold
Nhạc ứng dụng hỗ trợ,1,,TEXT,nhac ung dung ho tro,below_threshold
Những người dùng,1,,TEXT,nhung nguoi dung,below_threshold
Nome tài khoản,1,,TEXT,nome account,below_threshold
Number Hướng dẫn,1,,TEXT,number huong dan,below_threshold
Number Routing Bank,1,,TEXT,number routing bank,below_threshold
Number tài khoản ngân hàng,1,,TEXT,number account ngan hang,below_threshold
Nô số Tài khoản Ngân hàng,1,,TEXT,no so account ngan hang,below_threshold
Nữ người dùng,1,,TEXT,nu nguoi dung,below_threshold
One-Time Password (OTP),1,,TEXT,one time password (otp),below_threshold
Online Card Services,1,,TEXT,online card services,below_threshold
Online Chat Hỗ trợ,1,,TEXT,online chat ho tro,below_threshold
Online Lender,1,,TEXT,online lender,below_threshold
PIN,1,,TEXT,pin,below_threshold
POT,1,,TEXT,pot,below_threshold
Partnerks,1,,TEXT,partnerks,below_threshold
Password Setup,1,,TEXT,password setup,below_threshold
Payment & Billing,1,,TEXT,payment & billing,below_threshold
Payment Records,1,,TEXT,payment records,below_threshold
Payment Section,1,,TEXT,payment section,below_threshold
Payment Summary,1,,TEXT,payment summary,below_threshold
"Payment""",1,,TEXT,payment,below_threshold
Peer-to-Peer-Peer Platforms,1,,TEXT,peer to peer peer platforms,below_threshold
Personal Identification Information,1,,TEXT,personal identification information,below_threshold
Personal Information,1,,TEXT,personal information,below_threshold
Profil của tôi,1,,TEXT,profil cua toi,below_threshold
Profile Management,1,,TEXT,profile management,below_threshold
Profile Name,1,,TEXT,profile name,below_threshold
Profile Settings,1,,TEXT,profile settings,below_threshold
Profile Username,1,,TEXT,profile username,below_threshold
Reason for Cancellation,1,,TEXT,reason for cancellation,below_threshold
Recipient Name,1,,TEXT,recipient name,below_threshold
Recipient's Name,1,,TEXT,recipient s name,below_threshold
Refinancing bộ,1,,TEXT,refinancing bo,below_threshold
Rent Amount,1,,TEXT,rent amount,below_threshold
Report a Problem,1,,TEXT,report a problem,below_threshold
Request Card Closure,1,,TEXT,request card closure,below_threshold
Reset,1,,TEXT,reset,below_threshold
Response Time.,1,,TEXT,response time.,below_threshold
Reverse,1,,TEXT,reverse,below_threshold
Revoke,1,,TEXT,revoke,below_threshold
Save Changes,1,,TEXT,save changes,below_threshold
Savings,1,,TEXT,savings,below_threshold
Security Settings,1,,TEXT,security settings,below_threshold
Sender's Information,1,,TEXT,sender s information,below_threshold
Sender's Name,1,,TEXT,sender s name,below_threshold
Set New Password,1,,TEXT,set new password,below_threshold
Set Up Password,1,,TEXT,set up password,below_threshold
Settings Account,1,,TEXT,settings account,below_threshold
Settings Profile,1,,TEXT,settings profile,below_threshold
Settings Security,1,,TEXT,settings security,below_threshold
Social Media Platform.,1,,TEXT,social media platform.,below_threshold
Social Media Profile Name,1,,TEXT,social media profile name,below_threshold
Social Media Support,1,,TEXT,social media support,below_threshold
Specific Inquiry,1,,TEXT,specific inquiry,below_threshold
Specific Issue,1,,TEXT,specific issue,below_threshold
Sport,1,,TEXT,sport,below_threshold
Standard Response Time,1,,TEXT,standard response time,below_threshold
Statements,1,,TEXT,statement,below_threshold
Stop,1,,TEXT,stop,below_threshold
Supdate,1,,TEXT,supdate,below_threshold
Supmit,1,,TEXT,supmit,below_threshold
Support Information.,1,,TEXT,support information.,below_threshold
Supporting Hours.,1,,TEXT,supporting hours.,below_threshold
Suspend Card,1,,TEXT,suspend card,below_threshold
Sản khoản chuyển khoản,1,,TEXT,san khoan chuyen khoan,below_threshold
Sản phần thanh toán,1,,TEXT,san phan thanh toan,below_threshold
Số bảo mật xã hội,1,,TEXT,so security xa hoi,below_threshold
Số điện thoại Ngân hàng,1,,TEXT,so đien thoai ngan hang,below_threshold
TID khách hàng,1,,TEXT,tid khach hang,below_threshold
Talk to a Agent,1,,TEXT,talk to a agent,below_threshold
Talk to a Human,1,,TEXT,talk to a human,below_threshold
Talk to an Agent,1,,TEXT,talk to an agent,below_threshold
Tan tích các lựa chọn khác,1,,TEXT,tan tich cac lua chon khac,below_threshold
Tan tích các điều khoản tiền ủng hộ của bạn,1,,TEXT,tan tich cac đieu khoan tien ung ho cua ban,below_threshold
Tay ngày sinh,1,,TEXT,tay ngay sinh,below_threshold
Temporally Disable Card,1,,TEXT,temporally disable card,below_threshold
Temporary Freeze,1,,TEXT,temporary freeze,below_threshold
Thanh giao dịch,1,,TEXT,thanh transaction,below_threshold
Thanh giao dịch Date,1,,TEXT,thanh transaction date,below_threshold
Thanh giao dịch ngày,1,,TEXT,thanh transaction ngay,below_threshold
Thanh toán khoản vay,1,,TEXT,thanh toan khoan vay,below_threshold
Thank ID,1,,TEXT,thank id,below_threshold
Thanks Account,1,,TEXT,thanks account,below_threshold
Thanks Recent,1,,TEXT,thanks recent,below_threshold
Third-party Mapping App,1,,TEXT,third party mapping app,below_threshold
Thiên thông tin cá nhân,1,,TEXT,thien thong tin ca nhan,below_threshold
Thiết kế liên lạc,1,,TEXT,thiet ke lien lac,below_threshold
Thiết minh về bản sắc,1,,TEXT,thiet minh ve ban sac,below_threshold
Thiết minh về bản thân,1,,TEXT,thiet minh ve ban than,below_threshold
Thiết minh về chỗ ở,1,,TEXT,thiet minh ve cho o,below_threshold
Thiết tiết thanh toán,1,,TEXT,thiet tiet thanh toan,below_threshold
Thiết tắt tài khoản,1,,TEXT,thiet tat account,below_threshold
Thiết định dạng,1,,TEXT,thiet đinh dang,below_threshold
Thiết định địa chỉ,1,,TEXT,thiet đinh đia chi,below_threshold
Thiện hỗ trợ điện thoại khách hàng,1,,TEXT,thien ho tro đien thoai khach hang,below_threshold
Thuyên định,1,,TEXT,thuyen đinh,below_threshold
Thuyên định tài khoản,1,,TEXT,thuyen đinh account,below_threshold
Thuyết dịch,1,,TEXT,thuyet dich,below_threshold
Thuyết toán,1,,TEXT,thuyet toan,below_threshold
Thuyết định,1,,TEXT,thuyet đinh,below_threshold
Thuế Tài khoản hàng tháng,1,,TEXT,thue account hang thang,below_threshold
Thuế Tăng,1,,TEXT,thue tang,below_threshold
Thông tin Tài khoản của người nhận,1,,TEXT,thong tin account cua nguoi nhan,below_threshold
Thông tin giao dịch,1,,TEXT,thong tin transaction,below_threshold
Thông tin hỗ trợ khách hàng Điện thoại số,1,,TEXT,thong tin ho tro khach hang đien thoai so,below_threshold
Thông việc ngày,1,,TEXT,thong viec ngay,below_threshold
Thông việc số,1,,TEXT,thong viec so,below_threshold
Thỏa thuận Ngày và Thời gian,1,,TEXT,thoa thuan ngay va thoi gian,below_threshold
Thời gian thanh toán,1,,TEXT,thoi gian thanh toan,below_threshold
Thời gian xử lý,1,,TEXT,thoi gian xu ly,below_threshold
Tin tức dịch vụ khách hàng,1,,TEXT,tin tuc dich vu khach hang,below_threshold
Tin tức thẻ tín dụng,1,,TEXT,tin tuc card tin dung,below_threshold
Touch ID,1,,TEXT,touch id,below_threshold
Trang Hỗ trợ Khách hàng,1,,TEXT,trang ho tro khach hang,below_threshold
Trang Ngân hàng Trang web,1,,TEXT,trang ngan hang trang web,below_threshold
Trang Ngân hàng trực tuyến,1,,TEXT,trang ngan hang truc tuyen,below_threshold
Trang Ngân hàng trực tuyến của Ngân hàng,1,,TEXT,trang ngan hang truc tuyen cua ngan hang,below_threshold
Trang Ngân hàng Điện thoại di động App,1,,TEXT,trang ngan hang đien thoai di đong app,below_threshold
Trang Tài chính,1,,TEXT,trang tai chinh,below_threshold
Trang Tài khoản,1,,TEXT,trang account,below_threshold
Trang chủ Trang web,1,,TEXT,trang chu trang web,below_threshold
Trang của tôi,1,,TEXT,trang cua toi,below_threshold
Trang dịch,1,,TEXT,trang dich,below_threshold
Trang dịch vụ Ngân hàng,1,,TEXT,trang dich vu ngan hang,below_threshold
Trang dịch vụ bảo mật,1,,TEXT,trang dich vu security,below_threshold
Trang dịch vụ chuyển khoản,1,,TEXT,trang dich vu chuyen khoan,below_threshold
Trang dịch vụ chuyển khoản tiền.,1,,TEXT,trang dich vu chuyen khoan tien.,below_threshold
Trang dịch vụ hỗ trợ,1,,TEXT,trang dich vu ho tro,below_threshold
Trang dịch vụ khách hàng của Ngân hàng,1,,TEXT,trang dich vu khach hang cua ngan hang,below_threshold
Trang dịch vụ một thời gian,1,,TEXT,trang dich vu mot thoi gian,below_threshold
Trang dịch vụ quốc tế,1,,TEXT,trang dich vu quoc te,below_threshold
Trang dịch vụ tiền,1,,TEXT,trang dich vu tien,below_threshold
Trang dịch vụ tài chính,1,,TEXT,trang dich vu tai chinh,below_threshold
Trang dịch vụ tài chính của người sở hữu tài khoản,1,,TEXT,trang dich vu tai chinh cua nguoi so huu account,below_threshold
Trang dịch vụ Điện thoại số,1,,TEXT,trang dich vu đien thoai so,below_threshold
Trang dịch vụ điện thoại số,1,,TEXT,trang dich vu đien thoai so,below_threshold
Trang dịch vụ_,1,,TEXT,trang dich vu,below_threshold
Trang hoặc Trang web,1,,TEXT,trang hoac trang web,below_threshold
Trang hỗ trợ khách hàng,1,,TEXT,trang ho tro khach hang,below_threshold
Trang hỗ trợ khách hàng Số điện thoại,1,,TEXT,trang ho tro khach hang so đien thoai,below_threshold
Trang ngân hàng Tài khoản Số,1,,TEXT,trang ngan hang account so,below_threshold
Trang tài khoản,1,,TEXT,trang account,below_threshold
Trang tín dụng,1,,TEXT,trang tin dung,below_threshold
Trang web của Google Play,1,,TEXT,trang web cua playstore,below_threshold
Trang web hỗ trợ khách hàng,1,,TEXT,trang web ho tro khach hang,below_threshold
Trang web hỗ trợ khách hàng số,1,,TEXT,trang web ho tro khach hang so,below_threshold
Trang web hỗ trợ khách hàng Điện thoại số,1,,TEXT,trang web ho tro khach hang đien thoai so,below_threshold
Trang địa phương 1,1,,TEXT,trang đia phuong 1,below_threshold
Trang địa phương 2,1,,TEXT,trang đia phuong 2,below_threshold
Trang địa phương 3,1,,TEXT,trang đia phuong 3,below_threshold
Transaction Pin,1,,TEXT,transaction pin,below_threshold
Transaction Records,1,,TEXT,transaction records,below_threshold
Transaction Reference Number,1,,TEXT,transaction reference number,below_threshold
Trung dịch vụ tài khoản,1,,TEXT,trung dich vu account,below_threshold
Trung tâm Ngân hàng,1,,TEXT,trung tam ngan hang,below_threshold
Trung web của công ty,1,,TEXT,trung web cua cong ty,below_threshold
Truyện Tranh Mới,1,,TEXT,truyen tranh moi,below_threshold
Tuyết của tuần,1,,TEXT,tuyet cua tuan,below_threshold
Tuyền của tôi,1,,TEXT,tuyen cua toi,below_threshold
Tuyền hỗ trợ khách hàng Số điện thoại,1,,TEXT,tuyen ho tro khach hang so đien thoai,below_threshold
Tuyền tổng quát tài khoản,1,,TEXT,tuyen tong quat account,below_threshold
Two-Factor Authentication.,1,,TEXT,two factor authentication.,below_threshold
Type của khoản vay,1,,TEXT,type cua khoan vay,below_threshold
Type giao dịch,1,,TEXT,type transaction,below_threshold
Tài dịch vụ Khách hàng,1,,TEXT,tai dich vu khach hang,below_threshold
Tài hoạt động,1,,TEXT,tai hoat đong,below_threshold
Tài hỗ trợ khách hàng hoặc qua trang web chat trực tiếp,1,,TEXT,tai ho tro khach hang hoac qua trang web chat truc tiep,below_threshold
Tài khoản Thông tin,1,,TEXT,account thong tin,below_threshold
Tài khoản chuyển khoản ID/Tài khoản chuyển khoản,1,,TEXT,account chuyen khoan id account chuyen khoan,below_threshold
Tài khoản chuyển khoản chi tiết,1,,TEXT,account chuyen khoan chi tiet,below_threshold
Tài khoản hỗ trợ khách hàng hoặc qua trang web Live Chat,1,,TEXT,account ho tro khach hang hoac qua trang web live chat,below_threshold
Tài khoản lịch sử,1,,TEXT,account lich su,below_threshold
Tài khoản ngân hàng,1,,TEXT,account ngan hang,below_threshold
Tài khoản thanh toán,1,,TEXT,account thanh toan,below_threshold
Tài khoản thông tin,1,,TEXT,account thong tin,below_threshold
Tài khoản thông tin ngân hàng,1,,TEXT,account thong tin ngan hang,below_threshold
Tài khoản thẻ,1,,TEXT,account card,below_threshold
Tài khoản tín dụng,1,,TEXT,account tin dung,below_threshold
Tài liệu Quản lý,1,,TEXT,tai lieu quan ly,below_threshold
Tài liệu Tài chính,1,,TEXT,tai lieu tai chinh,below_threshold
Tài liệu hỗ trợ khách hàng,1,,TEXT,tai lieu ho tro khach hang,below_threshold
Tài liệu sử dụng quốc tế,1,,TEXT,tai lieu su dung quoc te,below_threshold
Tài liệu tài chính,1,,TEXT,tai lieu tai chinh,below_threshold
Tài liệu tài khoản,1,,TEXT,tai lieu account,below_threshold
Tài liệu và phí,1,,TEXT,tai lieu va fee,below_threshold
Tài liệu đăng ký,1,,TEXT,tai lieu đang ky,below_threshold
Tài làm việc hỗ trợ khách hàng,1,,TEXT,tai lam viec ho tro khach hang,below_threshold
Tài số điện thoại của bộ ngoại giao,1,,TEXT,tai so đien thoai cua bo ngoai giao,below_threshold
Tài điện thoại Hỗ trợ Khách hàng,1,,TEXT,tai đien thoai ho tro khach hang,below_threshold
Tài điện thoại của bộ phận gian lận,1,,TEXT,tai đien thoai cua bo phan gian lan,below_threshold
Tài điện thoại kích hoạt,1,,TEXT,tai đien thoai activate,below_threshold
Tên Hỗ trợ Điện thoại.,1,,TEXT,ten ho tro đien thoai.,below_threshold
Tên ID tài khoản,1,,TEXT,ten id account,below_threshold
Tên Lịch sử thanh toán,1,,TEXT,ten lich su thanh toan,below_threshold
Tên Tài khoản,1,,TEXT,ten account,below_threshold
Tên Xem Thanh toán,1,,TEXT,ten xem thanh toan,below_threshold
Tên chuyển giao Số chuyển giao,1,,TEXT,ten chuyen giao so chuyen giao,below_threshold
Tên cuối,1,,TEXT,ten cuoi,below_threshold
Tên của Người gửi,1,,TEXT,ten cua nguoi gui,below_threshold
Tên của bạn,1,,TEXT,ten cua ban,below_threshold
Tên của người gửi,1,,TEXT,ten cua nguoi gui,below_threshold
Tên hết hạn,1,,TEXT,ten het han,below_threshold
Tên hỗ trợ khách hàng Ngân hàng,1,,TEXT,ten ho tro khach hang ngan hang,below_threshold
Tên hỗ trợ khách hàng Điện thoại số,1,,TEXT,ten ho tro khach hang đien thoai so,below_threshold
Tên hỗ trợ điện thoại số,1,,TEXT,ten ho tro đien thoai so,below_threshold
Tên ngân hàng App,1,,TEXT,ten ngan hang app,below_threshold
Tên người dùng / ID Tài khoản,1,,TEXT,ten nguoi dung id account,below_threshold
Tên số,1,,TEXT,ten so,below_threshold
Tên số dịch vụ,1,,TEXT,ten so dich vu,below_threshold
Tên số liên hệ,1,,TEXT,ten so lien he,below_threshold
Tên số điện thoại,1,,TEXT,ten so đien thoai,below_threshold
Tên số điện thoại hỗ trợ khách hàng,1,,TEXT,ten so đien thoai ho tro khach hang,below_threshold
Tên sử dụng số điện thoại hỗ trợ khách hàng,1,,TEXT,ten su dung so đien thoai ho tro khach hang,below_threshold
Tên thuê,1,,TEXT,ten thue,below_threshold
Tên thẻ kích hoạt,1,,TEXT,ten card activate,below_threshold
Tên tài khoản ngân hàng,1,,TEXT,ten account ngan hang,below_threshold
Tên tài khoản và Thời gian của giao dịch,1,,TEXT,ten account va thoi gian cua transaction,below_threshold
Tên đầy đủ của bạn,1,,TEXT,ten đay đu cua ban,below_threshold
Tên định vị Ngân hàng,1,,TEXT,ten đinh vi ngan hang,below_threshold
Tìm ATM số điện thoại khách hàng,1,,TEXT,tim atm so đien thoai khach hang,below_threshold
Tìm hiểu tình hình,1,,TEXT,tim hieu tinh hinh,below_threshold
Tìm kiếm số,1,,TEXT,tim kiem so,below_threshold
Tìm một ATM,1,,TEXT,tim mot atm,below_threshold
Tình lý hủy bỏ,1,,TEXT,tinh ly huy bo,below_threshold
Tình sinh ngày,1,,TEXT,tinh sinh ngay,below_threshold
Tín dụng thẻ #1,1,,TEXT,tin dung card #1,below_threshold
Tín dụng thẻ #2,1,,TEXT,tin dung card #2,below_threshold
Tín dụng thẻ #3,1,,TEXT,tin dung card #3,below_threshold
Tín dụng tài khoản ID,1,,TEXT,tin dung account id,below_threshold
Tín số ID,1,,TEXT,tin so id,below_threshold
Tín số Reference Mortgage,1,,TEXT,tin so reference mortgage,below_threshold
Tín số Tài khoản Ngân hàng,1,,TEXT,tin so account ngan hang,below_threshold
Tín số Tài khoản vay tiền,1,,TEXT,tin so account vay tien,below_threshold
Tín số Tài khoản ảo,1,,TEXT,tin so account ao,below_threshold
Tín số chuyển ID,1,,TEXT,tin so chuyen id,below_threshold
Tín số chuyển đổi,1,,TEXT,tin so chuyen đoi,below_threshold
Tín số nhận dạng chuyển giao,1,,TEXT,tin so nhan dang chuyen giao,below_threshold
Tín số tham khảo,1,,TEXT,tin so tham khao,below_threshold
Tín số tài khoản vay,1,,TEXT,tin so account vay,below_threshold
Tín số tài khoản vay tiền,1,,TEXT,tin so account vay tien,below_threshold
Tính hệ số,1,,TEXT,tinh he so,below_threshold
Tính khoản Hỗ trợ Khách hàng,1,,TEXT,tinh khoan ho tro khach hang,below_threshold
Tính khoản Tài khoản Người dùng,1,,TEXT,tinh khoan account nguoi dung,below_threshold
Tính khoản của tôi,1,,TEXT,tinh khoan cua toi,below_threshold
Tính khoản hỗ trợ khách hàng,1,,TEXT,tinh khoan ho tro khach hang,below_threshold
Tính khoản hỗ trợ khách hàng Điện thoại,1,,TEXT,tinh khoan ho tro khach hang đien thoai,below_threshold
Tính năng liên lạc được yêu thích,1,,TEXT,tinh nang lien lac đuoc yeu thich,below_threshold
Tính toán,1,,TEXT,tinh toan,below_threshold
Tính toán của tôi,1,,TEXT,tinh toan cua toi,below_threshold
Tính toán tài chính,1,,TEXT,tinh toan tai chinh,below_threshold
Tóm tắt tài khoản,1,,TEXT,tom tat account,below_threshold
Tăng ID,1,,TEXT,tang id,below_threshold
Tăng cường điện thoại số điện thoại khách hàng,1,,TEXT,tang cuong đien thoai so đien thoai khach hang,below_threshold
Tăng trợ dịch vụ khách hàng của chúng tôi đến bạn,1,,TEXT,tang tro dich vu khach hang cua chung toi đen ban,below_threshold
Tăng trợ khách hàng số điện thoại,1,,TEXT,tang tro khach hang so đien thoai,below_threshold
Tăng trợ khách hàng tại,1,,TEXT,tang tro khach hang tai,below_threshold
Tất cả Tên,1,,TEXT,tat ca ten,below_threshold
Tất cả các chi tiết thêm,1,,TEXT,tat ca cac chi tiet them,below_threshold
Tất cả số tài khoản,1,,TEXT,tat ca so account,below_threshold
Tập chi tiết tài khoản,1,,TEXT,tap chi tiet account,below_threshold
Tập chuyển giao tổng hợp,1,,TEXT,tap chuyen giao tong hop,below_threshold
Tập chuyển khoản,1,,TEXT,tap chuyen khoan,below_threshold
Tập chuyển lịch,1,,TEXT,tap chuyen lich,below_threshold
Tập dịch gần đây,1,,TEXT,tap dich gan đay,below_threshold
Tập dịch lịch sử,1,,TEXT,tap dich lich su,below_threshold
Tập dịch vụ cụ thể,1,,TEXT,tap dich vu cu card,below_threshold
Tập hoạt động tài khoản,1,,TEXT,tap hoat đong account,below_threshold
Tập khoản Tài khoản,1,,TEXT,tap khoan account,below_threshold
Tập lịch chuyển khoản,1,,TEXT,tap lich chuyen khoan,below_threshold
Tập lịch giao dịch mới,1,,TEXT,tap lich transaction moi,below_threshold
Tập lịch sử chuyển khoản,1,,TEXT,tap lich su chuyen khoan,below_threshold
Tập lịch sử giao dịch,1,,TEXT,tap lich su transaction,below_threshold
Tập lịch sử hỗ trợ khách hàng,1,,TEXT,tap lich su ho tro khach hang,below_threshold
Tập lịch tài khoản,1,,TEXT,tap lich account,below_threshold
Tập lịch đơn,1,,TEXT,tap lich đon,below_threshold
Tập nhật,1,,TEXT,tap nhat,below_threshold
Tập nhật chuyển giao,1,,TEXT,tap nhat chuyen giao,below_threshold
Tập nhật của Công ty,1,,TEXT,tap nhat cua cong ty,below_threshold
Tập nhật của tôi,1,,TEXT,tap nhat cua toi,below_threshold
Tập nhật giờ,1,,TEXT,tap nhat gio,below_threshold
Tập nhật hỗ trợ khách hàng,1,,TEXT,tap nhat ho tro khach hang,below_threshold
Tập nhật ngày,1,,TEXT,tap nhat ngay,below_threshold
Tập nhật năm,1,,TEXT,tap nhat nam,below_threshold
Tập nhật rút tiền,1,,TEXT,tap nhat rut tien,below_threshold
Tập nhật sinh nhật,1,,TEXT,tap nhat sinh nhat,below_threshold
Tập nhật thanh toán tiền mặt,1,,TEXT,tap nhat thanh toan tien mat,below_threshold
Tập nhật thẻ,1,,TEXT,tap nhat card,below_threshold
Tập nhật tài khoản của bạn,1,,TEXT,tap nhat account cua ban,below_threshold
Tập toán của tôi,1,,TEXT,tap toan cua toi,below_threshold
Tập toán hỗ trợ khách hàng số điện thoại,1,,TEXT,tap toan ho tro khach hang so đien thoai,below_threshold
Tập toán tiền mặt,1,,TEXT,tap toan tien mat,below_threshold
Tập toán tài khoản,1,,TEXT,tap toan account,below_threshold
Tập việc,1,,TEXT,tap viec,below_threshold
Tập xem thanh toán,1,,TEXT,tap xem thanh toan,below_threshold
Tổng thông tin nhận dạng,1,,TEXT,tong thong tin nhan dang,below_threshold
Từ ngày của tuần,1,,TEXT,tu ngay cua tuan,below_threshold
Tỷ lệ,1,,TEXT,ty le,below_threshold
Tỷ lệ giao dịch ID,1,,TEXT,ty le transaction id,below_threshold
Tỷ lệ phí hàng năm,1,,TEXT,ty le fee hang nam,below_threshold
Undo,1,,TEXT,undo,below_threshold
Unique Username,1,,TEXT,unique username,below_threshold
User ID,1,,TEXT,user id,below_threshold
View Activity,1,,TEXT,view activity,below_threshold
View Card Balance,1,,TEXT,view card balance,below_threshold
